,movies
867,Sweet Home Alabama (2002)
868,Maid in Manhattan (2002)
869,Two Weeks Notice (2002)
870,How to Lose a Guy in 10 Days (2003)
871,What a Girl Wants (2003)
872,Finding Nemo (2003)
873,"Legally Blonde 2: Red, White & Blonde (2003)"
874,Love Actually (2003)
875,Something's Gotta Give (2003)
876,Girl with a Pearl Earring (2003)
877,Mona Lisa Smile (2003)
878,Chasing Liberty (2004)
879,50 First Dates (2004)
880,"Prince & Me, The (2004)"
881,Mean Girls (2004)
882,Troy (2004)
883,"Terminal, The (2004)"
884,"Notebook, The (2004)"
885,First Daughter (2004)
886,Bridget Jones: The Edge of Reason (2004)
887,Hotel Rwanda (2004)
888,"Wedding Date, The (2005)"
889,Hitch (2005)
890,"Lot Like Love, A (2005)"
891,Mr. & Mrs. Smith (2005)
892,Pride & Prejudice (2005)
893,Walk the Line (2005)
894,Match Point (2005)
895,"Pursuit of Happyness, The (2006)"
896,300 (2007)
897,Priceless (Hors de prix) (2006)
898,Becoming Jane (2007)
899,"Bourne Ultimatum, The (2007)"
900,Juno (2007)
901,27 Dresses (2008)
902,"Definitely, Maybe (2008)"
903,Made of Honor (2008)
904,What Happens in Vegas... (2008)
905,Mamma Mia! (2008)
906,Vicky Cristina Barcelona (2008)
907,"House Bunny, The (2008)"
908,Quantum of Solace (2008)
909,Twilight (2008)
910,Yes Man (2008)
911,He's Just Not That Into You (2009)
912,Up (2009)
913,"Proposal, The (2009)"
914,Harry Potter and the Half-Blood Prince (2009)
915,"Ugly Truth, The (2009)"
916,Julie & Julia (2009)
917,"Education, An (2009)"
918,Up in the Air (2009)
919,"Private Lives of Pippa Lee, The (2009)"
920,"Twilight Saga: New Moon, The (2009)"
921,"Single Man, A (2009)"
922,"Princess and the Frog, The (2009)"
923,Avatar (2009)
924,Sherlock Holmes (2009)
925,Valentine's Day (2010)
926,St Trinian's 2: The Legend of Fritton's Gold (2009)
927,"Twilight Saga: Eclipse, The (2010)"
928,Despicable Me (2010)
929,Easy A (2010)
930,Morning Glory (2010)
931,"King's Speech, The (2010)"
932,Tangled (2010)
933,Love and Other Drugs (2010)
934,How Do You Know (2010)
935,No Strings Attached (2011)
936,Water for Elephants (2011)
937,Kung Fu Panda 2 (2011)
938,"Crazy, Stupid, Love. (2011)"
939,"Help, The (2011)"
940,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
941,Intouchables (2011)
942,"Best Exotic Marigold Hotel, The (2011)"
943,Brave (2012)
944,Magic Mike (2012)
945,"Amazing Spider-Man, The (2012)"
946,Ice Age 4: Continental Drift (2012)
947,Skyfall (2012)
948,Rust and Bone (De rouille et d'os) (2012)
949,Life of Pi (2012)
950,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
951,Despicable Me 2 (2013)
952,White House Down (2013)
953,About Time (2013)
954,Enough Said (2013)
955,"Hobbit: The Desolation of Smaug, The (2013)"
956,Frozen (2013)
957,Saving Mr. Banks (2013)
958,"Grand Budapest Hotel, The (2014)"
959,Barefoot (2014)
960,Tangled Ever After (2012)
961,The Hundred-Foot Journey (2014)
962,"Pretty One, The (2013)"
963,Kingsman: The Secret Service (2015)
964,The Second Best Exotic Marigold Hotel (2015)
965,Spectre (2015)
966,Magic Mike XXL (2015)
967,The Intern (2015)
968,Mortal Kombat (1995)
969,"River Wild, The (1994)"
970,"Program, The (1993)"
971,Searching for Bobby Fischer (1993)
972,Days of Thunder (1990)
973,Sling Blade (1996)
974,Die Hard 2 (1990)
975,Under Siege (1992)
976,Dante's Peak (1997)
977,Breakdown (1997)
978,G.I. Jane (1997)
979,Money Talks (1997)
980,Air Force One (1997)
981,"Peacemaker, The (1997)"
982,"Jackal, The (1997)"
983,Amistad (1997)
984,Titanic (1997)
985,He Got Game (1998)
986,Godzilla (1998)
987,Lethal Weapon 4 (1998)
988,Lethal Weapon 3 (1992)
989,Jane Austen's Mafia! (1998)
990,Shine (1996)
991,Beavis and Butt-Head Do America (1996)
992,Deep Impact (1998)
993,"'burbs, The (1989)"
994,Splash (1984)
995,"Karate Kid, Part II, The (1986)"
996,She's All That (1999)
997,10 Things I Hate About You (1999)
998,Never Been Kissed (1999)
999,Big Daddy (1999)
1000,Romeo and Juliet (1968)
1001,Ready to Wear (Pret-A-Porter) (1994)
1002,"Cook the Thief His Wife & Her Lover, The (1989)"
1003,Event Horizon (1997)
1004,Seven Years in Tibet (1997)
1005,Chasing Amy (1997)
1006,Cruel Intentions (1999)
1007,Pitch Black (2000)
1008,Final Destination (2000)
1009,Rules of Engagement (2000)
1010,Shanghai Noon (2000)
1011,Gone in 60 Seconds (2000)
1012,"Patriot, The (2000)"
1013,What Lies Beneath (2000)
1014,Space Cowboys (2000)
1015,"Cell, The (2000)"
1016,Nurse Betty (2000)
1017,"Contender, The (2000)"
1018,Snatch (2000)
1019,Hannibal (2001)
1020,Showgirls (1995)
1021,Fearless (1993)
1022,"Cable Guy, The (1996)"
1023,Johnny Mnemonic (1995)
1024,"Godfather, The (1972)"
1025,Aliens (1986)
1026,"Nightmare on Elm Street, A (1984)"
1027,"Fifth Element, The (1997)"
1028,Gattaca (1997)
1029,"X-Files: Fight the Future, The (1998)"
1030,Lethal Weapon 2 (1989)
1031,"Little Mermaid, The (1989)"
1032,101 Dalmatians (One Hundred and One Dalmatians) (1961)
1033,Ronin (1998)
1034,Bicentennial Man (1999)
1035,Misery (1990)
1036,Frequency (2000)
1037,American Psycho (2000)
1038,U-571 (2000)
1039,Cast Away (2000)
1040,"Others, The (2001)"
1041,My Neighbor Totoro (Tonari no Totoro) (1988)
1042,28 Days Later (2002)
1043,The Butterfly Effect (2004)
1044,Kill Bill: Vol. 2 (2004)
1045,"I, Robot (2004)"
1046,Apocalypto (2006)
1047,Children of Men (2006)
1048,"Prestige, The (2006)"
1049,Ratatouille (2007)
1050,I Am Legend (2007)
1051,Iron Man (2008)
1052,WALL·E (2008)
1053,Bolt (2008)
1054,Gran Torino (2008)
1055,Moon (2009)
1056,(500) Days of Summer (2009)
1057,District 9 (2009)
1058,9 (2009)
1059,Cloudy with a Chance of Meatballs (2009)
1060,Limitless (2011)
1061,"Adjustment Bureau, The (2011)"
1062,Source Code (2011)
1063,"Avengers, The (2012)"
1064,The Hunger Games (2012)
1065,Prometheus (2012)
1066,Looper (2012)
1067,Oblivion (2013)
1068,World War Z (2013)
1069,Gravity (2013)
1070,Captain Phillips (2013)
1071,Captain America: The Winter Soldier (2014)
1072,Edge of Tomorrow (2014)
1073,Gone Girl (2014)
1074,Guardians of the Galaxy (2014)
1075,John Wick (2014)
1076,Chappie (2015)
1077,Star Wars: Episode VII - The Force Awakens (2015)
1078,Deadpool (2016)
1079,Doctor Strange (2016)
1080,X-Men: Apocalypse (2016)
1081,The Martian (2015)
1082,Inside Out (2015)
1083,Bridge of Spies (2015)
1084,10 Cloverfield Lane (2016)
1085,Zootopia (2016)
1086,Sausage Party (2016)
1087,Sully (2016)
1088,Rogue One: A Star Wars Story (2016)
1089,Passengers (2016)
1090,Taxi Driver (1976)
1091,Blade Runner (1982)
1092,Some Folks Call It a Sling Blade (1993)
1093,Wallace & Gromit: A Close Shave (1995)
1094,"Maltese Falcon, The (1941)"
1095,When We Were Kings (1996)
1096,Wallace & Gromit: The Wrong Trousers (1993)
1097,"Sex, Lies, and Videotape (1989)"
1098,One Flew Over the Cuckoo's Nest (1975)
1099,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1100,To Kill a Mockingbird (1962)
1101,"Grand Day Out with Wallace and Gromit, A (1989)"
1102,Annie Hall (1977)
1103,Chinatown (1974)
1104,M (1931)
1105,Evil Dead II (Dead by Dawn) (1987)
1106,"Manchurian Candidate, The (1962)"
1107,Cool Hand Luke (1967)
1108,"Great Dictator, The (1940)"
1109,"Killing Fields, The (1984)"
1110,Sliding Doors (1998)
1111,Payback (1999)
1112,Arlington Road (1999)
1113,Mystery Men (1999)
1114,Princess Mononoke (Mononoke-hime) (1997)
1115,"General, The (1926)"
1116,"Fisher King, The (1991)"
1117,Man on the Moon (1999)
1118,Creature Comforts (1989)
1119,Blood Simple (1984)
1120,Badlands (1973)
1121,Donnie Darko (2001)
1122,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
1123,"Professional, The (Le professionnel) (1981)"
1124,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
1125,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
1126,Eternal Sunshine of the Spotless Mind (2004)
1127,Battlestar Galactica (2003)
1128,Old Boy (2003)
1129,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
1130,Toy Story 3 (2010)
1131,Die Hard (1988)
1132,Once Upon a Time in the West (C'era una volta il West) (1968)
1133,"Godfather: Part II, The (1974)"
1134,Raging Bull (1980)
1135,"Sting, The (1973)"
1136,Star Trek III: The Search for Spock (1984)
1137,"Untouchables, The (1987)"
1138,Trading Places (1983)
1139,White Men Can't Jump (1992)
1140,Double Indemnity (1944)
1141,For a Few Dollars More (Per qualche dollaro in più) (1965)
1142,Bill & Ted's Excellent Adventure (1989)
1143,City of God (Cidade de Deus) (2002)
1144,Mystic River (2003)
1145,Enter the Dragon (1973)
1146,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
1147,"Wrestler, The (2008)"
1148,Star Trek (2009)
1149,"Social Network, The (2010)"
1150,"Fighter, The (2010)"
1151,True Grit (2010)
1152,Carlito's Way (1993)
1153,Demolition Man (1993)
1154,True Romance (1993)
1155,Dragonheart (1996)
1156,Trainspotting (1996)
1157,Cool Runnings (1993)
1158,William Shakespeare's Romeo + Juliet (1996)
1159,"Third Man, The (1949)"
1160,Once Upon a Time in America (1984)
1161,Miller's Crossing (1990)
1162,Star Trek: First Contact (1996)
1163,Star Trek II: The Wrath of Khan (1982)
1164,"Lost World: Jurassic Park, The (1997)"
1165,Jackie Brown (1997)
1166,Plan 9 from Outer Space (1959)
1167,Rain Man (1988)
1168,"Trouble with Harry, The (1955)"
1169,Rocky II (1979)
1170,Rocky III (1982)
1171,Rocky IV (1985)
1172,Rocky V (1990)
1173,"Karate Kid, The (1984)"
1174,"Karate Kid, Part III, The (1989)"
1175,American Pie (1999)
1176,Ferris Bueller's Day Off (1986)
1177,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
1178,Home Alone 2: Lost in New York (1992)
1179,Sleepy Hollow (1999)
1180,"Bodyguard, The (1992)"
1181,"Boondock Saints, The (2000)"
1182,Modern Times (1936)
1183,Chicken Run (2000)
1184,Scary Movie (2000)
1185,"Way of the Gun, The (2000)"
1186,Wall Street (1987)
1187,Scarface (1983)
1188,"Magnificent Seven, The (1960)"
1189,"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
1190,Rat Race (2001)
1191,Zoolander (2001)
1192,Witness for the Prosecution (1957)
1193,Sleuth (1972)
1194,Panic Room (2002)
1195,"Bourne Identity, The (2002)"
1196,"Transporter, The (2002)"
1197,"Das Experiment (Experiment, The) (2001)"
1198,Bowling for Columbine (2002)
1199,"Ring, The (2002)"
1200,Equilibrium (2002)
1201,Star Trek: Nemesis (2002)
1202,"Pianist, The (2002)"
1203,Anger Management (2003)
1204,Flickering Lights (Blinkende lygter) (2000)
1205,Bruce Almighty (2003)
1206,"Italian Job, The (2003)"
1207,Barton Fink (1991)
1208,Bad Boys II (2003)
1209,Once Upon a Time in Mexico (2003)
1210,All the President's Men (1976)
1211,Monty Python's The Meaning of Life (1983)
1212,Scary Movie 3 (2003)
1213,Presumed Innocent (1990)
1214,Big Fish (2003)
1215,EuroTrip (2004)
1216,"Passion of the Christ, The (2004)"
1217,"Good bye, Lenin! (2003)"
1218,Hellboy (2004)
1219,Tuesdays with Morrie (1999)
1220,Lammbock (2001)
1221,In China They Eat Dogs (I Kina spiser de hunde) (1999)
1222,"Day After Tomorrow, The (2004)"
1223,Anchorman: The Legend of Ron Burgundy (2004)
1224,Garden State (2004)
1225,Team America: World Police (2004)
1226,The Machinist (2004)
1227,"Hitch Hikers Guide to the Galaxy, The (1981)"
1228,"Bourne Identity, The (1988)"
1229,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)"
1230,"Green Butchers, The (Grønne slagtere, De) (2003)"
1231,Layer Cake (2004)
1232,Born into Brothels (2004)
1233,Charlie and the Chocolate Factory (2005)
1234,Knockin' on Heaven's Door (1997)
1235,"Hitchhiker's Guide to the Galaxy, The (2005)"
1236,Madagascar (2005)
1237,Fantastic Four (2005)
1238,Serenity (2005)
1239,Transporter 2 (2005)
1240,Lord of War (2005)
1241,Aeon Flux (2005)
1242,Corpse Bride (2005)
1243,"History of Violence, A (2005)"
1244,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
1245,Kiss Kiss Bang Bang (2005)
1246,Ice Age 2: The Meltdown (2006)
1247,V for Vendetta (2006)
1248,Inside Man (2006)
1249,"Lives of Others, The (Das leben der Anderen) (2006)"
1250,Lucky Number Slevin (2006)
1251,Pirates of the Caribbean: Dead Man's Chest (2006)
1252,Little Miss Sunshine (2006)
1253,Snakes on a Plane (2006)
1254,Crank (2006)
1255,Adam's Apples (Adams æbler) (2005)
1256,Rocky Balboa (2006)
1257,Citizen X (1995)
1258,Zodiac (2007)
1259,Fracture (2007)
1260,Pirates of the Caribbean: At World's End (2007)
1261,Mr. Brooks (2007)
1262,Cashback (2006)
1263,Fantastic Four: Rise of the Silver Surfer (2007)
1264,Live Free or Die Hard (2007)
1265,Transformers (2007)
1266,"Simpsons Movie, The (2007)"
1267,Eastern Promises (2007)
1268,Into the Wild (2007)
1269,Michael Clayton (2007)
1270,Gone Baby Gone (2007)
1271,American Gangster (2007)
1272,Sweeney Todd: The Demon Barber of Fleet Street (2007)
1273,Rambo (Rambo 4) (2008)
1274,Hellboy II: The Golden Army (2008)
1275,In Bruges (2008)
1276,"Bank Job, The (2008)"
1277,Horton Hears a Who! (2008)
1278,Indiana Jones and the Kingdom of the Crystal Skull (2008)
1279,Kung Fu Panda (2008)
1280,"Incredible Hulk, The (2008)"
1281,Hancock (2008)
1282,Watchmen (2009)
1283,Zack and Miri Make a Porno (2008)
1284,Role Models (2008)
1285,Hunger (2008)
1286,"Curious Case of Benjamin Button, The (2008)"
1287,Mesrine: Killer Instinct (L'instinct de mort) (2008)
1288,Dr. Horrible's Sing-Along Blog (2008)
1289,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
1290,Pirate Radio (2009)
1291,State of Play (2009)
1292,X-Men Origins: Wolverine (2009)
1293,"Hangover, The (2009)"
1294,Public Enemies (2009)
1295,"Imaginarium of Doctor Parnassus, The (2009)"
1296,"White Ribbon, The (Das weiße Band) (2009)"
1297,"Men Who Stare at Goats, The (2009)"
1298,Mary and Max (2009)
1299,Daybreakers (2010)
1300,"Book of Eli, The (2010)"
1301,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"
1302,MacGyver: Lost Treasure of Atlantis (1994)
1303,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)"
1304,Alice in Wonderland (2010)
1305,Harry Brown (2009)
1306,Hot Tub Time Machine (2010)
1307,Clash of the Titans (2010)
1308,Kick-Ass (2010)
1309,Iron Man 2 (2010)
1310,"A-Team, The (2010)"
1311,Salt (2010)
1312,"Other Guys, The (2010)"
1313,"Expendables, The (2010)"
1314,Scott Pilgrim vs. the World (2010)
1315,Machete (2010)
1316,"Next Three Days, The (2010)"
1317,"Green Hornet, The (2011)"
1318,"Lincoln Lawyer, The (2011)"
1319,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008)
1320,Hanna (2011)
1321,Thor (2011)
1322,Kill the Irishman (2011)
1323,Pirates of the Caribbean: On Stranger Tides (2011)
1324,X-Men: First Class (2011)
1325,Upside Down: The Creation Records Story (2010)
1326,Drive (2011)
1327,Captain America: The First Avenger (2011)
1328,Headhunters (Hodejegerne) (2011)
1329,"Expendables 2, The (2012)"
1330,Sherlock Holmes: A Game of Shadows (2011)
1331,Einstein and Eddington (2008)
1332,Ted (2012)
1333,Lawless (2012)
1334,Searching for Sugar Man (2012)
1335,Robot & Frank (2012)
1336,Cloud Atlas (2012)
1337,"Batman: The Dark Knight Returns, Part 1 (2012)"
1338,Hitchcock (2012)
1339,"Hobbit: An Unexpected Journey, The (2012)"
1340,Gangster Squad (2013)
1341,"Batman: The Dark Knight Returns, Part 2 (2013)"
1342,Iron Man 3 (2013)
1343,Star Trek Into Darkness (2013)
1344,Now You See Me (2013)
1345,Elysium (2013)
1346,"Wolverine, The (2013)"
1347,Kick-Ass 2 (2013)
1348,Prisoners (2013)
1349,Thor: The Dark World (2013)
1350,The Hunger Games: Catching Fire (2013)
1351,Mandela: Long Walk to Freedom (2013)
1352,MacGyver: Trail to Doomsday (1994)
1353,X-Men: Days of Future Past (2014)
1354,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
1355,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)"
1356,Frank (2014)
1357,"20,000 Days on Earth (2014)"
1358,The Imitation Game (2014)
1359,The Hunger Games: Mockingjay - Part 1 (2014)
1360,The Theory of Everything (2014)
1361,Wild (2014)
1362,Avengers: Age of Ultron (2015)
1363,Ant-Man (2015)
1364,Guardians of the Galaxy 2 (2017)
1365,Captain America: Civil War (2016)
1366,Untitled Spider-Man Reboot (2017)
1367,Victoria (2015)
1368,Star Trek Beyond (2016)
1369,The Revenant (2015)
1370,Men & Chicken (2015)
1371,Legend (2015)
1372,Spotlight (2015)
1373,Just Eat It: A Food Waste Story (2014)
1374,Nowitzki: The Perfect Shot (2014)
1375,"Big Short, The (2015)"
1376,Sherlock: The Abominable Bride (2016)
1377,Fraktus (2012)
1378,Texas - Doc Snyder hält die Welt in Atem (1993)
1379,00 Schneider - Jagd auf Nihil Baxter (1994)
1380,The Nice Guys (2016)
1381,Toni Erdmann (2016)
1382,Now You See Me 2 (2016)
1383,Jason Bourne (2016)
1384,Hell or High Water (2016)
1385,The Magnificent Seven (2016)
1386,The Accountant (2016)
1387,Arrival (2016)
1388,The African Doctor (2016)
1389,Logan (2017)
1390,The Hero (2017)
1391,Kingsman: The Golden Circle (2017)
1392,"Three Billboards Outside Ebbing, Missouri (2017)"
1393,Wonder (2017)
1394,Die Frauen von Ravensbrück (2005)
1395,Sherlock - A Study in Pink (2010)
1396,Dracula: Dead and Loving It (1995)
1397,Pocahontas (1995)
1398,Two if by Sea (1996)
1399,Muppet Treasure Island (1996)
1400,If Lucy Fell (1996)
1401,Judge Dredd (1995)
1402,"Pyromaniac's Love Story, A (1995)"
1403,National Lampoon's Senior Trip (1995)
1404,Tales from the Crypt Presents: Demon Knight (1995)
1405,Virtuosity (1995)
1406,Reality Bites (1994)
1407,Timecop (1994)
1408,In the Mouth of Madness (1995)
1409,"Air Up There, The (1994)"
1410,Beverly Hills Cop III (1994)
1411,Blink (1994)
1412,Boxing Helena (1993)
1413,Life with Mikey (1993)
1414,"Puppet Masters, The (1994)"
1415,Radioland Murders (1994)
1416,"Nightmare Before Christmas, The (1993)"
1417,"Pagemaster, The (1994)"
1418,Heavy Metal (1981)
1419,Hellraiser: Bloodline (1996)
1420,Mystery Science Theater 3000: The Movie (1996)
1421,Barbarella (1968)
1422,"Craft, The (1996)"
1423,Thinner (1996)
1424,Spy Hard (1996)
1425,"Phantom, The (1996)"
1426,Kingpin (1996)
1427,"Nutty Professor, The (1996)"
1428,Daylight (1996)
1429,Kazaam (1996)
1430,Joe's Apartment (1996)
1431,Ransom (1996)
1432,Bound (1996)
1433,"Relic, The (1997)"
1434,Vertigo (1958)
1435,Gaslight (1944)
1436,Charade (1963)
1437,Sabrina (1954)
1438,My Favorite Year (1982)
1439,Spellbound (1945)
1440,To Catch a Thief (1955)
1441,"39 Steps, The (1935)"
1442,"Pompatus of Love, The (1996)"
1443,"Shaggy Dog, The (1959)"
1444,Angels in the Outfield (1994)
1445,"Long Kiss Goodnight, The (1996)"
1446,Victor/Victoria (1982)
1447,Escape from New York (1981)
1448,Army of Darkness (1993)
1449,Local Hero (1983)
1450,Better Off Dead... (1985)
1451,Arsenic and Old Lace (1944)
1452,Heathers (1989)
1453,Real Genius (1985)
1454,Amityville 1992: It's About Time (1992)
1455,Amityville: Dollhouse (1996)
1456,April Fool's Day (1986)
1457,"Birds, The (1963)"
1458,Dracula (Bram Stoker's Dracula) (1992)
1459,Candyman (1992)
1460,Carrie (1976)
1461,Cat People (1982)
1462,Nightwatch (1997)
1463,Jingle All the Way (1996)
1464,101 Dalmatians (1996)
1465,Star Trek VI: The Undiscovered Country (1991)
1466,Star Trek V: The Final Frontier (1989)
1467,Star Trek IV: The Voyage Home (1986)
1468,Young Guns (1988)
1469,Young Guns II (1990)
1470,Grease (1978)
1471,Raising Arizona (1987)
1472,Scream (1996)
1473,Michael (1996)
1474,Turbulence (1997)
1475,Benny & Joon (1993)
1476,"Pest, The (1997)"
1477,Fools Rush In (1997)
1478,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)
1479,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
